strategy_id,ticker,return_contribution,abs_share
top15_equal_mw10p,PANW,-0.0170215884844462,0.0172829490759727
top15_equal_mw10p,AMD,0.0161830981572469,0.0164315840204186
top15_equal_mw10p,SNOW,0.0156537453333536,0.0158941031673872
top15_equal_mw10p,SOXX,0.0132986625035603,0.0135028588570099
top15_equal_mw10p,ORCL,-0.0125301996866862,0.0127225965599304
top15_equal_mw10p,CRM,-0.0123042066891988,0.0124931335182954
top15_equal_mw10p,CRWD,0.0111183404922485,0.0112890587569101
top15_equal_mw10p,META,0.0109066486358642,0.011074116445443
top15_equal_mw10p,NOW,-0.0104625542958577,0.010623203190768
top15_equal_mw10p,XLK,0.0095560034116109,0.0097027325319025
top15_equal_mw10p,ADBE,-0.0088430364926656,0.0089788182530298
top15_equal_mw10p,SSO,0.0072046637535095,0.0073152888683211
top15_equal_mw10p,AMZN,-0.0059812386830647,0.0060730785299566
top15_equal_mw10p,MSFT,0.0057722250620524,0.0058608555772373
top15_equal_mw10p,AAPL,0.0033146858215332,0.0033655816734586
top15_equal_mw10p,QQQ,-0.0021938920021057,0.002227578453399
top15_equal_mw10p,TLT,-0.0011881391207377,0.0012063825851297
top15_equal_mw10p,SHY,0.0,0.0
top15_equal_mw10p,SPY,0.0,0.0
top15_equal_mw10p,IWM,0.0,0.0
top5_dropout_mw20p,MSTR,0.3900507330894471,0.2253578171753966
top5_dropout_mw20p,PLTR,0.2667516827583313,0.1541198922461603
top5_dropout_mw20p,TSLA,0.2323190689086914,0.1342259193895096
top5_dropout_mw20p,NVDA,0.2234696626663208,0.1291130386668328
top5_dropout_mw20p,MU,0.1653200149536133,0.0955161842928944
top5_dropout_mw20p,CRWD,0.1230143547058105,0.0710734376478768
top5_dropout_mw20p,INTC,0.109929084777832,0.0635132214555799
top5_dropout_mw20p,TQQQ,0.0939117431640625,0.0542589556977868
top5_dropout_mw20p,NET,0.0479349017143249,0.0276951275832628
top5_dropout_mw20p,CRM,0.025871193408966,0.0149474803654069
top5_dropout_mw20p,AVGO,0.0200454711914062,0.0115815796477728
top5_dropout_mw20p,SHOP,-0.0117165327072143,0.0067694071867222
top5_dropout_mw20p,UBER,-0.0099649667739868,0.0057574129975959
top5_dropout_mw20p,NOW,-0.0066979765892028,0.0038698591121184
top5_dropout_mw20p,GLD,0.0038089275360107,0.0022006665350832
top5_dropout_mw20p,SSO,0.0,0.0
top5_dropout_mw20p,QQQ,0.0,0.0
top5_dropout_mw20p,SPY,0.0,0.0
top5_dropout_mw20p,SOXX,0.0,0.0
top5_dropout_mw20p,SNOW,0.0,0.0
top5_dropout_mw20p,SHY,0.0,0.0
top5_dropout_mw20p,UPRO,0.0,0.0
top5_dropout_mw20p,TLT,0.0,0.0
top5_dropout_mw20p,AAPL,0.0,0.0
top5_dropout_mw20p,QLD,0.0,0.0
top5_dropout_mw20p,PANW,0.0,0.0
top5_dropout_mw20p,ORCL,0.0,0.0
top5_dropout_mw20p,ADBE,0.0,0.0
top5_dropout_mw20p,NFLX,0.0,0.0
top5_dropout_mw20p,MSFT,0.0,0.0
top5_dropout_mw20p,META,0.0,0.0
top5_dropout_mw20p,IWM,0.0,0.0
top5_dropout_mw20p,GOOGL,0.0,0.0
top5_dropout_mw20p,AMZN,0.0,0.0
top5_dropout_mw20p,AMD,0.0,0.0
top5_dropout_mw20p,XLK,0.0,0.0
top10_dropout_mw10p,PLTR,0.1827264487743378,0.1655587155326048
top10_dropout_mw10p,MSTR,0.1179675817489624,0.1068841508158761
top10_dropout_mw10p,TSLA,0.1157097041606903,0.1048384080356076
top10_dropout_mw10p,NVDA,0.1117348313331604,0.1012369872005538
top10_dropout_mw10p,MU,0.0822223246097564,0.0744972747065609
top10_dropout_mw10p,ADBE,-0.0728729605674743,0.066026313265185
top10_dropout_mw10p,INTC,0.0619575381278992,0.0561364296127992
top10_dropout_mw10p,CRWD,0.0599858343601227,0.0543499737089415
